SRL_OLD,SRL_NEW,Inventory,Supplier,PO,Order,Date,Type,QTY,Width,Height,Length,BDF,Species,Grade,Dryness,Dryness Today,Summary Name,Condition,BDF Cost,Freight Cost,Landed Cost,Value,Markup,Sell,Age,Status,Date Used,Project
RMT 221001 0109,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0110,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0111,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0112,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0113,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0114,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0115,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0116,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0117,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0118,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0119,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0120,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0121,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0122,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0123,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0124,,RMT,Delson,,12372,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0125,,RMT,Delson,,12373,10/1/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0126,,RMT,Delson,,12373,10/1/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0127,,RMT,Delson,,12373,10/1/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0128,,RMT,Delson,,12373,10/1/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0129,,RMT,Delson,,12373,10/1/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0130,,RMT,Delson,,12373,10/1/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0131,,RMT,Delson,,12373,10/1/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0132,,RMT,Delson,,12373,10/1/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0133,,RMT,Delson,,12373,10/1/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0134,,RMT,Delson,,12373,10/1/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0135,,RMT,Delson,,12373,10/1/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0136,,RMT,Delson,,12373,10/1/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0137,,RMT,Delson,,12373,10/1/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0138,,RMT,Delson,,12373,10/1/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0139,,RMT,Delson,,12373,10/1/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0140,,RMT,Delson,,12373,10/1/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0141,,RMT,Delson,,12373,10/1/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0142,,RMT,Delson,,12373,10/1/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0143,,RMT,Delson,,12373,10/1/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0144,,RMT,Delson,,12373,10/1/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0145,,RMT,Delson,,12373,10/1/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0146,,RMT,Delson,,12373,10/1/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0147,,RMT,Delson,,12373,10/1/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0148,,RMT,Delson,,12373,10/1/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0149,,RMT,Delson,,12373,10/1/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0150,,RMT,Delson,,12373,10/1/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0151,,RMT,Delson,,12373,10/1/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0152,,RMT,Delson,,12373,10/1/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0153,,RMT,Delson,,12373,10/1/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0154,,RMT,Delson,,12373,10/1/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0155,,RMT,Delson,,12373,10/1/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0156,,RMT,Delson,,12373,10/1/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0157,,RMT,Delson,,12373,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0158,,RMT,Delson,,12373,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0159,,RMT,Delson,,12373,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0160,,RMT,Delson,,12373,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0161,,RMT,Delson,,12373,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0162,,RMT,Delson,,12373,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0163,,RMT,Delson,,12373,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0164,,RMT,Delson,,12373,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0165,,RMT,Delson,,12373,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0166,,RMT,Delson,,12373,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0167,,RMT,Delson,,12373,10/1/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0168,,RMT,Delson,,12373,10/1/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0169,,RMT,Delson,,12373,10/1/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0170,,RMT,Delson,,12373,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0171,,RMT,Delson,,12373,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0172,,RMT,Delson,,12373,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0173,,RMT,Delson,,12373,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0174,,RMT,Delson,,12373,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0175,,RMT,Delson,,12373,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,Severe Wane,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0176,,RMT,Delson,,12373,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,Severe Wane,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0177,,RMT,Delson,,12373,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,Severe Wane,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0178,,RMT,Delson,,12373,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,Severe Wane,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0179,,RMT,Delson,,12373,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0180,,RMT,Delson,,12373,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0181,,RMT,Delson,,12373,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0182,,RMT,Delson,,12373,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0183,,RMT,Delson,,12373,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0184,,RMT,Delson,,12373,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0185,,RMT,Delson,,12373,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0186,,RMT,Delson,,12373,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0187,,RMT,Delson,,12373,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0188,,RMT,Delson,,12373,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0189,,RMT,Delson,,12373,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0190,,RMT,Delson,,12373,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0191,,RMT,Delson,,12373,10/1/2022,Heavy Timber,1,6,6,10,30.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x10,,  2.74 ,  0.52 ,  3.26 ,  97.89 ,  1.25 ,  122.36 ,  10.00 ,Available,,
RMT 221001 0192,,RMT,Delson,,12373,10/1/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0193,,RMT,Delson,,12374,10/2/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0194,,RMT,Delson,,12375,10/3/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0195,,RMT,Delson,,12376,10/4/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0196,,RMT,Delson,,12377,10/5/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0197,,RMT,Delson,,12378,10/6/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0198,,RMT,Delson,,12379,10/7/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0199,,RMT,Delson,,12380,10/7/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0200,,RMT,Delson,,12381,10/7/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0201,,RMT,Delson,,12382,10/7/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0202,,RMT,Delson,,12383,10/7/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0203,,RMT,Delson,,12384,10/7/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
RMT 221001 0204,,RMT,Delson,,12385,10/7/2022,Heavy Timber,1,6,6,8,24.00,POC - FOHC,#2/Btr Appearance,Green,,POC - FOHC - 6x6x8,,  2.74 ,  0.52 ,  3.26 ,  78.31 ,  1.25 ,  97.89 ,  10.00 ,Available,,
