SRL_OLD,SRL_NEW,Inventory,Supplier,PO,Order,Date,Type,QTY,Width,Height,Length,BDF,Species,Grade,Dryness,Dryness Today,Summary Name,Condition,BDF Cost,Freight Cost,Landed Cost,Value,Markup,Sell,Age,Status,Date Used,Project
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
,,,,,,,,,,,,0.00,,,,, - xx,,,,  -   ,  -   ,  1.25 ,  -   ,"  1,483.00 ",Available,,
